Result,Home Team Rating,Winning Team Possession Difference %,Home Team Possession %
Home Team Win,6.8,26,44
Tie,6.8,20,48
Home Team Win,6.8,16,44
Tie,6.8,14,59
Home Team Win,6.8,36,41
Home Team Win,6.8,10,42
Home Team Win,6.8,2,61
Tie,6.8,-8,70
Home Team Win,6.8,22,30
Tie,6.8,0,41
Tie,6.8,-10,46
Home Team Win,6.8,-4,54
Home Team Win,6.8,-14,49
Home Team Win,6.8,32,32
Home Team Win,6.8,10,53
Home Team Win,6.8,-24,50
Home Team Win,6.8,6,50
Home Team Win,6.8,0,41
Home Team Win,6.8,18,55
Home Team Win,6.8,16,39
Tie,6.8,-18,48
Home Team Win,6.8,44,57
Home Team Win,6.8,-14,57
Home Team Win,6.8,-2,50
Home Team Win,6.8,40,43
Home Team Win,6.8,4,45
Home Team Win,6.8,24,64
Tie,6.8,0,58
Home Team Win,6.8,-2,33
Home Team Win,6.8,14,41
Home Team Win,6.8,-10,52
Home Team Win,6.8,8,55
Home Team Win,6.8,-26,64
Home Team Win,6.8,20,46
Home Team Win,6.8,-12,54
Home Team Win,6.8,28,56
Home Team Win,6.8,34,35
Home Team Win,6.8,4,36
Home Team Win,6.8,40,57
Home Team Win,6.8,-10,57
Home Team Win,6.8,18,62
Home Team Win,6.8,-30,34
Home Team Win,6.8,-18,27
Home Team Win,6.8,-2,57
Home Team Win,6.8,32,18
Home Team Win,6.8,2,49
Home Team Win,6.8,-4,59
Home Team Win,6.8,-10,50
Home Team Win,6.8,12,58
Tie,6.8,14,48
Home Team Win,6.8,8,37
Tie,6.8,-14,59
Home Team Win,6.8,-6,61
Home Team Win,6.8,0,42
Home Team Win,6.8,-10,55
Tie,6.9,14,56
Home Team Win,6.9,-12,63
Tie,6.9,44,59
Home Team Win,6.9,-18,60
Home Team Win,6.9,28,53
Tie,6.9,34,31
Home Team Win,6.9,12,43
Home Team Win,6.9,0,55
Tie,6.9,4,46
Home Team Win,6.9,-14,48
Home Team Win,6.9,-32,73
Home Team Win,6.9,-10,51
Home Team Win,6.9,-18,41
Home Team Win,6.9,-56,66
Home Team Win,6.9,-26,69
Home Team Win,6.9,-4,69
Home Team Win,6.9,24,55
Home Team Win,6.9,8,65
Home Team Win,6.9,16,64
Away Team Win,6.9,0,56
Tie,6.9,10,67
Tie,6.9,14,44
Home Team Win,6.9,-32,65
Home Team Win,6.9,18,49
Home Team Win,6.9,16,49
Home Team Win,6.9,0,44
Home Team Win,6.9,18,53
Home Team Win,6.9,16,41
Home Team Win,6.9,2,26
Home Team Win,6.9,10,47
Home Team Win,6.9,4,38
Home Team Win,6.9,4,47
Tie,6.9,14,60
Home Team Win,6.9,30,60
Home Team Win,6.9,14,65
Tie,6.9,34,70
Home Team Win,6.9,46,60
Home Team Win,6.9,-4,62
Home Team Win,6.9,0,65
Tie,6.9,-44,81
Home Team Win,6.9,14,69
Away Team Win,6.9,8,58
Home Team Win,6.9,52,56
Home Team Win,6.9,6,71
Home Team Win,6.9,12,70
Home Team Win,6.9,-6,39
Home Team Win,6.9,-22,53
Home Team Win,6.9,8,48
Home Team Win,6.9,14,61
Home Team Win,6.9,-28,55
Home Team Win,6.9,30,59
Home Team Win,6.9,10,61
Home Team Win,6.9,36,49
Home Team Win,6.9,18,52
Tie,6.9,-26,62
Home Team Win,6.9,-16,38
Home Team Win,6.9,-32,49
Home Team Win,6.9,38,35
Home Team Win,6.9,26,38
Home Team Win,6.9,-10,49
Tie,6.9,4,69
Home Team Win,6.9,-4,62
Home Team Win,6.9,-34,35
Home Team Win,6.9,4,61
Tie,6.9,8,57
Home Team Win,6.9,-4,57
Home Team Win,6.9,-4,46
Home Team Win,6.9,-2,22
Home Team Win,6.9,-26,65
Home Team Win,6.9,-22,31
Home Team Win,6.9,6,36
Home Team Win,6.9,-24,48
Home Team Win,6.9,20,59
Tie,6.9,-16,60
Home Team Win,6.9,4,44
Home Team Win,6.9,-18,56
Home Team Win,6.9,-6,49
Home Team Win,6.9,14,35
Home Team Win,6.9,-42,47
Home Team Win,6.9,-2,60
Home Team Win,6.9,28,38
Home Team Win,6.9,-10,45
Home Team Win,6.9,14,57
Home Team Win,6.9,28,61
Home Team Win,6.9,16,38
Home Team Win,6.9,36,76
Home Team Win,6.9,-28,70
Home Team Win,6.9,8,47
Home Team Win,6.9,-22,68
Home Team Win,6.9,38,30
Home Team Win,6.9,-20,39
Tie,6.9,30,66
Tie,6.9,-16,72
Home Team Win,6.9,16,68
Tie,6.9,-4,54
Home Team Win,6.9,-24,47
Home Team Win,6.9,8,55
Home Team Win,6.9,-22,33
Tie,6.9,-18,54
Home Team Win,6.9,-8,54
Home Team Win,7,2,49
Home Team Win,7,-12,61
Tie,7,12,65
Home Team Win,7,-30,55
Home Team Win,7,-8,54
Tie,7,-12,47
Home Team Win,7,6,68
Home Team Win,7,12,47
Home Team Win,7,-16,54
Home Team Win,7,34,61
Tie,7,36,53
Home Team Win,7,50,51
Home Team Win,7,-4,33
Tie,7,-22,55
Tie,7,-8,68
Tie,7,-8,67
Home Team Win,7,-4,48
Home Team Win,7,14,49
Tie,7,-24,60
Home Team Win,7,24,61
Home Team Win,7,-6,39
Home Team Win,7,8,65
Home Team Win,7,-42,35
Home Team Win,7,6,47
Home Team Win,7,38,68
Home Team Win,7,30,50
Home Team Win,7,18,55
Tie,7,-22,65
Home Team Win,7,20,46
Home Team Win,7,-32,61
Tie,7,-2,51
Home Team Win,7,14,44
Home Team Win,7,-30,59
Home Team Win,7,4,58
Tie,7,22,34
Home Team Win,7,-4,54
Home Team Win,7,-30,58
Home Team Win,7,12,55
Home Team Win,7,-2,62
Tie,7,-28,52
Home Team Win,7,22,50
Home Team Win,7,16,52
Home Team Win,7,0,37
Home Team Win,7,-18,42
Home Team Win,7,22,48
Home Team Win,7,-28,39
Home Team Win,7,-8,37
Home Team Win,7,44,51
Home Team Win,7,-10,59
Tie,7,8,79
Home Team Win,7,-10,58
Home Team Win,7,-12,59
Home Team Win,7,-28,76
Home Team Win,7,-36,60
Home Team Win,7,20,35
Home Team Win,7,-2,47
Home Team Win,7,14,34
Home Team Win,7,-10,65
Away Team Win,7,8,70
Home Team Win,7,6,37
Home Team Win,7,-26,50
Home Team Win,7,-30,28
Home Team Win,7,-20,57
Home Team Win,7,16,55
Home Team Win,7,36,52
Home Team Win,7,2,37
Home Team Win,7,-8,55
Home Team Win,7,32,35
Tie,7,-16,32
Home Team Win,7,26,63
Home Team Win,7,-20,64
Home Team Win,7,40,44
Home Team Win,7,-6,56
Home Team Win,7,12,67
Tie,7,18,37
Home Team Win,7,-2,52
Home Team Win,7,2,48
Home Team Win,7,12,68
Home Team Win,7,-6,49
Home Team Win,7.1,10,50
Home Team Win,7.1,-10,41
Home Team Win,7.1,-44,47
Home Team Win,7.1,-32,58
Home Team Win,7.1,-2,52
Home Team Win,7.1,8,64
Home Team Win,7.1,-2,57
Tie,7.1,-30,54
Home Team Win,7.1,-42,36
Home Team Win,7.1,-32,44
Tie,7.1,10,61
Home Team Win,7.1,12,53
Tie,7.1,-50,38
Home Team Win,7.1,-26,46
Tie,7.1,-2,55
Tie,7.1,20,38
Home Team Win,7.1,26,49
Home Team Win,7.1,10,35
Home Team Win,7.1,-6,35
Home Team Win,7.1,-30,47
Home Team Win,7.1,10,59
Tie,7.1,-2,65
Home Team Win,7.1,12,51
Home Team Win,7.1,2,47
Home Team Win,7.1,-26,42
Home Team Win,7.1,20,60
Home Team Win,7.1,-8,44
Home Team Win,7.1,-20,35
Home Team Win,7.1,8,69
Home Team Win,7.1,0,35
Home Team Win,7.1,-48,39
Home Team Win,7.1,20,45
Home Team Win,7.1,-4,44
Home Team Win,7.1,-14,57
Home Team Win,7.1,-18,38
Home Team Win,7.1,-12,61
Home Team Win,7.1,-8,50
Home Team Win,7.1,-46,61
Home Team Win,7.1,16,41
Home Team Win,7.1,22,48
Home Team Win,7.1,-30,72
Home Team Win,7.1,-24,51
Home Team Win,7.1,-8,64
Home Team Win,7.1,0,52
Home Team Win,7.1,-6,63
Home Team Win,7.1,28,43
Home Team Win,7.1,-2,54
Home Team Win,7.1,26,62
Home Team Win,7.1,28,38
Home Team Win,7.1,-24,49
Home Team Win,7.1,-26,40
Home Team Win,7.1,28,48
Home Team Win,7.1,6,26
Home Team Win,7.1,18,75
Home Team Win,7.1,46,71
Home Team Win,7.1,44,40
Home Team Win,7.1,-14,54
Home Team Win,7.1,18,43
Home Team Win,7.1,2,52
Home Team Win,7.1,18,33
Home Team Win,7.2,14,53
Tie,7.2,34,60
Home Team Win,7.2,18,51
Home Team Win,7.2,48,44
Home Team Win,7.2,-12,54
Tie,7.2,-14,47
Home Team Win,7.2,-28,67
Home Team Win,7.2,18,47
Tie,7.2,8,55
Home Team Win,7.2,20,40
Home Team Win,7.2,12,60
Home Team Win,7.2,-8,40
Home Team Win,7.2,-18,48
Home Team Win,7.2,-2,50
Home Team Win,7.2,10,46
Home Team Win,7.2,8,47
Home Team Win,7.2,6,58
Home Team Win,7.2,2,45
Home Team Win,7.2,-2,53
Home Team Win,7.2,18,50
Away Team Win,7.2,-10,68
Home Team Win,7.2,-16,50
Tie,7.2,26,62
Home Team Win,7.2,-12,60
Home Team Win,7.2,-18,58
Home Team Win,7.2,22,66
Home Team Win,7.2,14,48
Home Team Win,7.2,-34,55
Home Team Win,7.2,6,62
Home Team Win,7.2,-44,54
Home Team Win,7.2,-24,39
Home Team Win,7.2,-22,46
Home Team Win,7.2,-42,61
Home Team Win,7.2,14,35
Home Team Win,7.2,2,63
Home Team Win,7.2,-8,39
Home Team Win,7.2,36,50
Home Team Win,7.2,-30,42
Tie,7.2,26,66
Tie,7.2,-12,50
Home Team Win,7.2,-14,55
Home Team Win,7.2,12,61
Home Team Win,7.2,-30,50
Home Team Win,7.2,,48
Home Team Win,7.2,,64
Home Team Win,7.2,,43
Home Team Win,7.2,,60
Home Team Win,7.2,,54
Home Team Win,7.2,,54
Home Team Win,7.2,,56
Home Team Win,7.2,,46
Home Team Win,7.2,,57
Home Team Win,7.2,,61
Home Team Win,7.2,,53
Home Team Win,7.2,,47
Home Team Win,7.2,,58
Home Team Win,7.2,,67
Home Team Win,7.2,,54
Home Team Win,7.2,,47
Home Team Win,7.2,,60
Home Team Win,7.2,,67
Home Team Win,7.2,,50
Home Team Win,7.2,,39
Home Team Win,7.2,,69
Home Team Win,7.2,,68
Home Team Win,7.2,,34
Home Team Win,7.3,,59
Tie,7.3,,41
Home Team Win,7.3,,55
Home Team Win,7.3,,40
Tie,7.3,,53
Home Team Win,7.3,,53
Home Team Win,7.3,,45
Home Team Win,7.3,,43
Home Team Win,7.3,,48
Home Team Win,7.3,,45
Home Team Win,7.3,,50
Home Team Win,7.3,,56
Home Team Win,7.3,,57
Home Team Win,7.3,,49
Tie,7.3,,43
Home Team Win,7.3,,33
Home Team Win,7.3,,50
Home Team Win,7.3,,50
Home Team Win,7.3,,47
Home Team Win,7.3,,53
Home Team Win,7.3,,60
Tie,7.3,,39
Home Team Win,7.3,,59
Home Team Win,7.3,,49
Home Team Win,7.3,,56
Home Team Win,7.3,,66
Tie,7.3,,47
Home Team Win,7.3,,56
Home Team Win,7.3,,58
Home Team Win,7.3,,39
Home Team Win,7.3,,43
Home Team Win,7.3,,60
Home Team Win,7.3,,39
Home Team Win,7.3,,59
Home Team Win,7.3,,58
Home Team Win,7.3,,40
Home Team Win,7.3,,33
Home Team Win,7.3,,78
Home Team Win,7.3,,51
Home Team Win,7.3,,59
Home Team Win,7.3,,55
Home Team Win,7.3,,70
Home Team Win,7.3,,56
Home Team Win,7.3,,56
Home Team Win,7.3,,59
Home Team Win,7.3,,63
Home Team Win,7.3,,45
Home Team Win,7.3,,49
Home Team Win,7.3,,49
Home Team Win,7.3,,63
Home Team Win,7.3,,70
Home Team Win,7.3,,41
Home Team Win,7.3,,44
Home Team Win,7.3,,44
Home Team Win,7.3,,40
Home Team Win,7.3,,59
Home Team Win,7.3,,52
Home Team Win,7.3,,73
Home Team Win,7.3,,41
Home Team Win,7.3,,80
Home Team Win,7.3,,77
Home Team Win,7.3,,56
Home Team Win,7.3,,64
Home Team Win,7.3,,53
Home Team Win,7.3,,65
Home Team Win,7.3,,41
Home Team Win,7.3,,51
Home Team Win,7.3,,45
Tie,7.4,,59
Home Team Win,7.4,,58
Home Team Win,7.4,,42
Home Team Win,7.4,,50
Home Team Win,7.4,,56
Home Team Win,7.4,,54
Home Team Win,7.4,,64
Home Team Win,7.4,,35
Home Team Win,7.4,,46
Home Team Win,7.4,,54
Home Team Win,7.4,,58
Home Team Win,7.4,,50
Home Team Win,7.4,,45
Home Team Win,7.4,,50
Home Team Win,7.4,,52
Home Team Win,7.4,,59
Home Team Win,7.4,,52
Home Team Win,7.4,,42
Home Team Win,7.4,,71
Home Team Win,7.4,,61
Home Team Win,7.4,,49
Home Team Win,7.4,,60
Home Team Win,7.4,,55
Home Team Win,7.4,,45
Home Team Win,7.4,,36
Home Team Win,7.4,,74
Home Team Win,7.4,,70
Home Team Win,7.4,,68
Home Team Win,7.4,,51
Home Team Win,7.4,,56
Home Team Win,7.4,,58
Home Team Win,7.4,,55
Home Team Win,7.4,,52
Home Team Win,7.4,,49
Home Team Win,7.4,,34
Home Team Win,7.4,,38
Home Team Win,7.4,,41
Home Team Win,7.4,,67
Home Team Win,7.4,,46
Home Team Win,7.4,,51
Home Team Win,7.4,,67
Home Team Win,7.4,,62
Home Team Win,7.4,,69
Home Team Win,7.4,,57
Home Team Win,7.4,,49
Home Team Win,7.4,,51
Home Team Win,7.4,,26
Home Team Win,7.4,,52
Home Team Win,7.4,,83
Home Team Win,7.4,,65
Home Team Win,7.4,,60
Home Team Win,7.4,,35
Home Team Win,7.4,,44
Home Team Win,7.4,,73
Home Team Win,7.4,,53
Home Team Win,7.5,,51
Home Team Win,7.5,,60
Home Team Win,7.5,,58
Home Team Win,7.5,,55
Home Team Win,7.5,,62
Home Team Win,7.5,,55
Home Team Win,7.5,,54
Home Team Win,7.5,,57
Home Team Win,7.5,,53
Home Team Win,7.5,,36
Home Team Win,7.5,,51
Home Team Win,7.5,,46
Home Team Win,7.5,,62
Home Team Win,7.5,,53
Home Team Win,7.5,,56
Home Team Win,7.5,,56
Home Team Win,7.5,,55
Home Team Win,7.5,,52
Home Team Win,7.5,,62
Home Team Win,7.5,,54
Home Team Win,7.5,,63
Home Team Win,7.5,,42
Home Team Win,7.5,,55
Home Team Win,7.5,,55
Home Team Win,7.5,,49
Home Team Win,7.5,,65
Home Team Win,7.5,,63
Home Team Win,7.5,,44
Home Team Win,7.5,,52
Home Team Win,7.5,,39
Home Team Win,7.5,,36
Home Team Win,7.5,,42
Home Team Win,7.5,,64
Home Team Win,7.5,,55
Home Team Win,7.5,,52
Home Team Win,7.5,,68
Home Team Win,7.5,,48
Home Team Win,7.5,,53
Home Team Win,7.5,,62
Home Team Win,7.5,,41
Home Team Win,7.5,,33
Home Team Win,7.5,,43
Home Team Win,7.5,,62
Home Team Win,7.5,,79
Home Team Win,7.5,,65
Home Team Win,7.5,,61
Home Team Win,7.5,,50
Home Team Win,7.5,,43
Home Team Win,7.5,,57
Home Team Win,7.5,,59
Home Team Win,7.5,,67
Home Team Win,7.6,,58
Home Team Win,7.6,,45
Home Team Win,7.6,,61
Home Team Win,7.6,,61
Home Team Win,7.6,,41
Home Team Win,7.6,,57
Home Team Win,7.6,,67
Home Team Win,7.6,,54
Home Team Win,7.6,,67
Home Team Win,7.6,,43
Home Team Win,7.6,,55
Home Team Win,7.6,,71
Home Team Win,7.6,,52
Home Team Win,7.6,,54
Tie,7.6,,67
Home Team Win,7.6,,60
Home Team Win,7.6,,63
Home Team Win,7.6,,33
Home Team Win,7.6,,36
Home Team Win,7.6,,32
Home Team Win,7.6,,78
Home Team Win,7.6,,44
Home Team Win,7.6,,32
Home Team Win,7.6,,45
Home Team Win,7.6,,60
Home Team Win,7.6,,59
Home Team Win,7.6,,59
Home Team Win,7.6,,40
Home Team Win,7.6,,39
Home Team Win,7.6,,60
Home Team Win,7.6,,69
Home Team Win,7.6,,45
Home Team Win,7.6,,53
Home Team Win,7.6,,49
Home Team Win,7.6,,69
Home Team Win,7.6,,53
Home Team Win,7.6,,46
Home Team Win,7.6,,65
Home Team Win,7.6,,63
Home Team Win,7.6,,75
Home Team Win,7.6,,61
Home Team Win,7.7,,61
Home Team Win,7.7,,44
Home Team Win,7.7,,53
Home Team Win,7.7,,57
Home Team Win,7.7,,57
Home Team Win,7.7,,44
Home Team Win,7.7,,67
Home Team Win,7.7,,62
Home Team Win,7.7,,53
Home Team Win,7.7,,59
Home Team Win,7.7,,65
Home Team Win,7.7,,43
Home Team Win,7.7,,43
Home Team Win,7.7,,72
Home Team Win,7.7,,73
Home Team Win,7.7,,60
Home Team Win,7.7,,48
Home Team Win,7.7,,59
Home Team Win,7.7,,52
Home Team Win,7.7,,58
Home Team Win,7.7,,56
Home Team Win,7.7,,44
Home Team Win,7.7,,47
Home Team Win,7.7,,38
Home Team Win,7.7,,77
Home Team Win,7.7,,58
Home Team Win,7.7,,39
Home Team Win,7.7,,49
Home Team Win,7.7,,35
Home Team Win,7.7,,36
Home Team Win,7.7,,53
Home Team Win,7.7,,60
Home Team Win,7.7,,61
Home Team Win,7.7,,80
Home Team Win,7.8,,44
Home Team Win,7.8,,44
Home Team Win,7.8,,66
Home Team Win,7.8,,67
Home Team Win,7.8,,53
Home Team Win,7.8,,75
Home Team Win,7.8,,43
Home Team Win,7.8,,70
Home Team Win,7.8,,48
Home Team Win,7.8,,41
Home Team Win,7.8,,50
Home Team Win,7.8,,62
Home Team Win,7.8,,48
Home Team Win,7.8,,56
Home Team Win,7.8,,62
Home Team Win,7.8,,55
Home Team Win,7.8,,40
Home Team Win,7.8,,58
Home Team Win,7.8,,44
Home Team Win,7.8,,32
Home Team Win,7.8,,50
Home Team Win,7.8,,48
Home Team Win,7.8,,69
Home Team Win,7.8,,56
Home Team Win,7.8,,65
Home Team Win,7.9,,56
Home Team Win,7.9,,65
Home Team Win,7.9,,58
Home Team Win,7.9,,64
Home Team Win,7.9,,50
Home Team Win,7.9,,51
Home Team Win,7.9,,61
Home Team Win,7.9,,29
Home Team Win,7.9,,61
Home Team Win,7.9,,72
Home Team Win,7.9,,52
Home Team Win,7.9,,68
Home Team Win,7.9,,65
Home Team Win,7.9,,79
Home Team Win,7.9,,50
Home Team Win,7.9,,64
Home Team Win,7.9,,30
Home Team Win,7.9,,46
Home Team Win,7.9,,55
Home Team Win,7.9,,67
Home Team Win,7.9,,77
Home Team Win,7.9,,54
Home Team Win,8,,72
Home Team Win,8,,64
Home Team Win,8,,65
Home Team Win,8,,59
Home Team Win,8,,58
Home Team Win,8,,43
Home Team Win,8,,48
Home Team Win,8,,49
Home Team Win,8,,56
Home Team Win,8,,75
Home Team Win,8,,54
Home Team Win,8,,64
Home Team Win,8,,63
Home Team Win,8,,58
Home Team Win,8,,61
Home Team Win,8,,57
Home Team Win,8,,56
Home Team Win,8,,43
Home Team Win,8,,52
Home Team Win,8,,42
Home Team Win,8.1,,59
Home Team Win,8.1,,70
Home Team Win,8.1,,43
Home Team Win,8.1,,55
Home Team Win,8.1,,43
Home Team Win,8.1,,56
Home Team Win,8.1,,60
Tie,8.1,,56
Home Team Win,8.1,,53
Home Team Win,8.1,,51
Home Team Win,8.1,,61
Home Team Win,8.1,,67
Home Team Win,8.1,,54
Home Team Win,8.1,,68
Home Team Win,8.1,,43
Home Team Win,8.1,,67
Home Team Win,8.1,,69
Home Team Win,8.1,,63
Home Team Win,8.1,,66
Home Team Win,8.1,,39
Home Team Win,8.1,,69
Home Team Win,8.2,,58
Home Team Win,8.2,,57
Home Team Win,8.2,,51
Home Team Win,8.2,,65
Home Team Win,8.2,,62
Home Team Win,8.2,,67
Home Team Win,8.2,,63
Home Team Win,8.2,,71
Home Team Win,8.2,,73
Home Team Win,8.2,,54
Home Team Win,8.2,,57
Home Team Win,8.2,,43
Home Team Win,8.2,,71
Home Team Win,8.3,,47
Home Team Win,8.3,,50
Home Team Win,8.3,,54
Home Team Win,8.3,,58
Home Team Win,8.3,,44
Home Team Win,8.3,,68
Home Team Win,8.3,,51
Home Team Win,8.3,,59
Home Team Win,8.3,,65
Home Team Win,8.3,,63
Home Team Win,8.4,,49
Home Team Win,8.4,,62
Home Team Win,8.4,,54
Home Team Win,8.4,,66
Home Team Win,8.4,,45
Home Team Win,8.4,,43
Home Team Win,8.4,,40
Home Team Win,8.4,,54
Home Team Win,8.4,,70
Home Team Win,8.5,,40
Home Team Win,8.5,,43
Home Team Win,8.5,,50
Home Team Win,8.5,,45
Home Team Win,8.5,,43
Home Team Win,8.5,,62
Home Team Win,8.5,,65
Home Team Win,8.5,,53
Home Team Win,8.5,,62
Home Team Win,8.5,,66
Home Team Win,8.5,,72
Home Team Win,8.5,,73
Home Team Win,8.6,,72
Home Team Win,8.6,,62
Home Team Win,8.6,,53
Home Team Win,8.6,,57
Home Team Win,8.6,,74
Home Team Win,8.6,,63
Home Team Win,8.6,,49
Home Team Win,8.6,,61
Home Team Win,8.7,,75
Home Team Win,8.7,,56
Home Team Win,8.7,,75
Home Team Win,8.7,,45
Home Team Win,8.7,,56
Home Team Win,8.7,,68
Home Team Win,8.7,,63
Home Team Win,8.7,,62
Home Team Win,8.7,,48
Home Team Win,8.7,,60
Home Team Win,8.7,,56
Home Team Win,8.8,,60
Home Team Win,8.8,,79
Home Team Win,8.8,,64
Home Team Win,8.8,,61
Home Team Win,8.8,,72
Home Team Win,8.8,,73
Home Team Win,8.8,,61
Home Team Win,8.8,,63
Home Team Win,8.8,,40
Home Team Win,8.9,,54
Home Team Win,8.9,,64
Home Team Win,8.9,,72
Home Team Win,8.9,,49
Home Team Win,9,,76
Home Team Win,9,,67
Home Team Win,9,,45
Home Team Win,9,,50
Home Team Win,9.1,,70
Home Team Win,9.1,,76
Home Team Win,9.1,,59
Home Team Win,9.1,,43
Home Team Win,9.1,,68
Home Team Win,9.2,,69
Home Team Win,9.2,,70
Home Team Win,9.2,,54
Home Team Win,9.2,,66
Home Team Win,9.2,,62
Home Team Win,9.2,,61
Home Team Win,9.2,,69
Home Team Win,9.3,,76
Home Team Win,9.3,,61
Home Team Win,9.3,,73
Home Team Win,9.5,,77
Home Team Win,9.5,,57
Home Team Win,9.6,,73
Home Team Win,9.6,,57
Home Team Win,9.6,,56
Home Team Win,10,,69
Home Team Win,10,,61
Tie,6,,32
Away Team Win,5,,63
Tie,6.4,,42
Home Team Win,6.5,,51
Away Team Win,5.5,,49
Away Team Win,6,,48
Tie,6.6,,75
Home Team Win,7.1,,57
Away Team Win,4.9,,66
Away Team Win,6.4,,36
Home Team Win,7.4,,70
Tie,6.5,,47
Home Team Win,7.6,,55
Home Team Win,6.9,,43
Tie,7.2,,58
Away Team Win,5.9,,51
Home Team Win,7.2,,54
Away Team Win,5.9,,58
Home Team Win,7.6,,46
Tie,7.3,,25
Away Team Win,5.8,,42
Home Team Win,6.8,,58
Home Team Win,6.9,,62
Away Team Win,5,,51
Home Team Win,7.3,,44
Away Team Win,4.8,,55
Away Team Win,4.9,,63
Tie,6.2,,55
Away Team Win,6,,39
Home Team Win,8.6,,58
Tie,6.4,,56
Away Team Win,5.9,,32
Home Team Win,7.8,,54
Home Team Win,6.4,,62
Home Team Win,7.8,,59
Home Team Win,6.9,,52
Tie,5.7,,67
Home Team Win,6.8,,40
Home Team Win,9.3,,66
Home Team Win,6.1,,56
Tie,6.2,,35
Home Team Win,6.5,,59
Home Team Win,6.9,,58
Tie,6.7,,62
Home Team Win,7,,35
Home Team Win,7.2,,59
Home Team Win,8.2,,37
Away Team Win,5.4,,41
Home Team Win,6.1,,55
Home Team Win,7.7,,58
Home Team Win,6.8,,45
Tie,6.1,,62
Away Team Win,5.6,,66
Home Team Win,7.3,,37
Tie,6.7,,61
Home Team Win,6.2,,52
Away Team Win,6.1,,45
Tie,6.5,,61
Away Team Win,4,,41
Away Team Win,4.8,,58
Away Team Win,5.7,,40
Home Team Win,8.1,,53
Home Team Win,6.7,,47
Home Team Win,6.9,,55
Tie,6,,44
Away Team Win,6,,67
Away Team Win,5.3,,32
Tie,6.8,,56
Away Team Win,5.7,,62
Tie,6.9,,35
Home Team Win,5.9,,49
Home Team Win,6.2,,63
Away Team Win,5.5,,63
Home Team Win,8,,53
Home Team Win,6.6,,46
Tie,6.4,,41
Tie,6.8,,47
Home Team Win,7,,58
Home Team Win,6.6,,35
Away Team Win,5.9,,35
Home Team Win,7.5,,54
Tie,7,,58
Away Team Win,5.3,,60
Home Team Win,7.3,,47
Away Team Win,5.8,,58
Home Team Win,7.8,,48
Away Team Win,6,,60
Tie,6.5,,59
Away Team Win,4.6,,27
Away Team Win,5.3,,49
Tie,6.4,,44
Away Team Win,5.8,,70
Away Team Win,5.6,,67
Tie,6.5,,37
Home Team Win,6.3,,50
Home Team Win,7.8,,53
Tie,5.2,,54
Home Team Win,8.4,,58
Away Team Win,5.1,,73
Home Team Win,7.9,,64
Away Team Win,4.6,,54
Away Team Win,5.1,,49
Home Team Win,6.5,,58
Home Team Win,6.8,,47
Home Team Win,7.6,,55
Home Team Win,7.1,,67
Away Team Win,4.6,,43
Home Team Win,6.8,,44
Tie,7,,48
Away Team Win,5.7,,43
Home Team Win,6.4,,50
Tie,6.1,,56
Away Team Win,5.1,,40
Home Team Win,6.6,,39
Home Team Win,5.5,,42
Tie,6.7,,55
Home Team Win,6.4,,47
Home Team Win,6,,55
Home Team Win,5.9,,50
Away Team Win,5.9,,54
Home Team Win,7.5,,48
Home Team Win,7.2,,43
Home Team Win,7.7,,46
Away Team Win,6.4,,56
Home Team Win,6.6,,67
Tie,6.1,,57
Home Team Win,7.6,,53
Home Team Win,8,,48
Away Team Win,5.1,,29
Tie,7,,40
Tie,6.8,,46
Home Team Win,7.6,,63
Tie,6.1,,62
Away Team Win,5.5,,48
Tie,6.6,,45
Home Team Win,7.4,,43
Home Team Win,8.2,,59
Home Team Win,6.5,,61
Home Team Win,7.3,,63
Home Team Win,7,,63
Home Team Win,7,,45
Away Team Win,4.2,,53
Home Team Win,6,,56
Tie,7.1,,54
Home Team Win,7.9,,60
Home Team Win,7.2,,52
Home Team Win,6.9,,53
Home Team Win,7.9,,40
Away Team Win,5.9,,56
Tie,6.9,,44
Home Team Win,6.2,,47
Away Team Win,5.4,,53
Away Team Win,6.3,,58
Away Team Win,5.6,,59
Home Team Win,8.5,,51
Tie,6,,37
Tie,6.2,,40
Home Team Win,6.5,,52
Away Team Win,5,,51
Home Team Win,7.4,,71
Away Team Win,4.6,,57
Home Team Win,6.2,,63
Away Team Win,5.4,,41
Home Team Win,7.1,,62
Away Team Win,5.1,,31
Away Team Win,4.8,,65
Tie,6.4,,58
Home Team Win,7.1,,61
Home Team Win,7.5,,69
Home Team Win,5.8,,50
Tie,5.3,,49
Home Team Win,7.9,,58
Home Team Win,8,,57
Home Team Win,5.6,,58
Tie,6.8,,56
Home Team Win,7.7,,65
Home Team Win,7.8,,26
Home Team Win,6.5,,38
Home Team Win,7.9,,48
Tie,7.5,,68
Away Team Win,5.5,,36
Tie,5.2,,59
Away Team Win,6.4,,57
Tie,6.5,,59
Away Team Win,5.9,,51
Home Team Win,6.6,,61
Home Team Win,7.2,,59
Away Team Win,4.5,,47
Home Team Win,7.2,,42
Home Team Win,8.6,,36
Home Team Win,6.3,,59
Tie,6.3,,47
Away Team Win,6,,54
Home Team Win,7,,40
Home Team Win,7.7,,65
Tie,6,,56
Tie,6.5,,55
Away Team Win,5.8,,50
Away Team Win,5.4,,43
Tie,5.7,,62
Home Team Win,7.3,,53
Home Team Win,7,,56
Home Team Win,8.3,,40
Away Team Win,5.4,,47
Home Team Win,7,,68
